"offense","offender_gender","victim_agegroup","offender_agegroup","count"
"1","F","0","8","18"
"1","F","0","9","21"
"1","F","0","10","21"
"1","F","0","11","15"
"1","F","0","12","9"
"1","F","0","13","7"
"1","F","0","15","3"
"1","F","0","17","1"
"1","F","1","0","4"
"1","F","1","1","134"
"1","F","1","2","201"
"1","F","1","3","51"
"1","F","1","4","41"
"1","F","1","5","100"
"1","F","1","6","87"
"1","F","1","7","64"
"1","F","1","8","39"
"1","F","1","9","20"
"1","F","1","10","18"
"1","F","1","11","25"
"1","F","1","12","13"
"1","F","1","13","9"
"1","F","1","14","3"
"1","F","1","15","4"
"1","F","1","16","2"
"1","F","2","0","1"
"1","F","2","1","14"
"1","F","2","2","407"
"1","F","2","3","217"
"1","F","2","4","59"
"1","F","2","5","52"
"1","F","2","6","129"
"1","F","2","7","91"
"1","F","2","8","64"
"1","F","2","9","36"
"1","F","2","10","31"
"1","F","2","11","21"
"1","F","2","12","10"
"1","F","2","13","13"
"1","F","2","14","1"
"1","F","3","2","50"
"1","F","3","3","372"
"1","F","3","4","102"
"1","F","3","5","60"
"1","F","3","6","51"
"1","F","3","7","100"
"1","F","3","8","57"
"1","F","3","9","43"
"1","F","3","10","19"
"1","F","3","11","14"
"1","F","3","12","12"
"1","F","3","13","2"
"1","F","3","14","1"
"1","F","3","16","2"
"1","F","4","1","1"
"1","F","4","2","1"
"1","F","4","3","19"
"1","F","4","4","100"
"1","F","4","5","41"
"1","F","4","6","32"
"1","F","4","7","29"
"1","F","4","8","22"
"1","F","4","9","8"
"1","F","4","10","17"
"1","F","4","11","14"
"1","F","4","12","1"
"1","F","4","13","1"
"1","F","5","1","1"
"1","F","5","2","2"
"1","F","5","3","3"
"1","F","5","4","17"
"1","F","5","5","68"
"1","F","5","6","28"
"1","F","5","7","17"
"1","F","5","8","13"
"1","F","5","9","11"
"1","F","5","10","11"
"1","F","5","11","9"
"1","F","5","12","5"
"1","F","5","13","2"
"1","F","5","14","1"
"1","F","5","15","1"
"1","F","6","2","4"
"1","F","6","3","6"
"1","F","6","4","7"
"1","F","6","5","26"
"1","F","6","6","74"
"1","F","6","7","23"
"1","F","6","8","8"
"1","F","6","9","8"
"1","F","6","10","5"
"1","F","6","11","5"
"1","F","6","12","4"
"1","F","6","13","2"
"1","F","6","14","1"
"1","F","6","17","1"
"1","F","7","1","1"
"1","F","7","2","2"
"1","F","7","3","5"
"1","F","7","4","6"
"1","F","7","5","19"
"1","F","7","6","19"
"1","F","7","7","51"
"1","F","7","8","14"
"1","F","7","9","11"
"1","F","7","10","6"
"1","F","7","11","3"
"1","F","7","12","4"
"1","F","7","13","1"
"1","F","7","14","3"
"1","F","7","15","1"
"1","F","8","2","3"
"1","F","8","3","5"
"1","F","8","4","4"
"1","F","8","5","6"
"1","F","8","6","14"
"1","F","8","7","11"
"1","F","8","8","27"
"1","F","8","9","4"
"1","F","8","10","5"
"1","F","8","11","4"
"1","F","8","12","4"
"1","F","8","13","2"
"1","F","8","15","1"
"1","F","9","1","1"
"1","F","9","2","2"
"1","F","9","3","3"
"1","F","9","5","6"
"1","F","9","6","7"
"1","F","9","7","8"
"1","F","9","8","5"
"1","F","9","9","15"
"1","F","9","10","6"
"1","F","9","11","3"
"1","F","9","12","3"
"1","F","9","15","1"
"1","F","10","2","1"
"1","F","10","3","3"
"1","F","10","4","1"
"1","F","10","5","3"
"1","F","10","6","4"
"1","F","10","7","7"
"1","F","10","8","3"
"1","F","10","9","3"
"1","F","10","10","10"
"1","F","10","11","3"
"1","F","10","12","2"
"1","F","10","15","2"
"1","F","11","2","1"
"1","F","11","5","3"
"1","F","11","6","3"
"1","F","11","7","3"
"1","F","11","8","1"
"1","F","11","9","2"
"1","F","11","10","4"
"1","F","11","11","8"
"1","F","11","12","4"
"1","F","11","13","3"
"1","F","12","3","2"
"1","F","12","4","2"
"1","F","12","6","3"
"1","F","12","7","4"
"1","F","12","8","2"
"1","F","12","9","1"
"1","F","12","11","3"
"1","F","12","12","5"
"1","F","12","13","1"
"1","F","12","14","2"
"1","F","13","2","1"
"1","F","13","3","1"
"1","F","13","5","1"
"1","F","13","6","2"
"1","F","13","7","2"
"1","F","13","8","2"
"1","F","13","9","1"
"1","F","13","10","2"
"1","F","13","11","3"
"1","F","13","13","2"
"1","F","14","5","1"
"1","F","14","7","2"
"1","F","14","8","2"
"1","F","14","9","3"
"1","F","14","11","1"
"1","F","14","12","2"
"1","F","14","13","1"
"1","F","14","14","1"
"1","F","15","4","1"
"1","F","15","5","1"
"1","F","15","6","2"
"1","F","15","8","2"
"1","F","15","10","1"
"1","F","15","11","1"
"1","F","16","0","1"
"1","F","16","4","1"
"1","F","16","5","1"
"1","F","16","6","1"
"1","F","16","8","2"
"1","F","16","10","1"
"1","F","17","3","1"
"1","F","17","5","1"
"1","F","17","6","1"
"1","F","17","7","2"
"1","F","17","8","3"
"1","F","17","10","1"
"1","F","17","11","1"
"1","F","17","12","1"
"1","F","17","13","1"
"1","F","18","4","1"
"1","F","18","5","1"
"1","F","18","6","1"
"1","F","18","7","1"
"1","F","18","8","1"
"1","F","18","9","1"
"1","F","18","10","1"
"1","F","18","13","1"
"1","F","18","14","1"
"1","F","19","7","1"
"1","F","19","8","1"
"1","M","0","0","25"
"1","M","0","1","223"
"1","M","0","2","730"
"1","M","0","3","281"
"1","M","0","4","356"
"1","M","0","5","573"
"1","M","0","6","508"
"1","M","0","7","375"
"1","M","0","8","241"
"1","M","0","9","180"
"1","M","0","10","154"
"1","M","0","11","131"
"1","M","0","12","112"
"1","M","0","13","70"
"1","M","0","14","28"
"1","M","0","15","8"
"1","M","0","16","5"
"1","M","0","17","2"
"1","M","1","0","23"
"1","M","1","1","363"
"1","M","1","2","1931"
"1","M","1","3","953"
"1","M","1","4","455"
"1","M","1","5","840"
"1","M","1","6","1041"
"1","M","1","7","848"
"1","M","1","8","606"
"1","M","1","9","441"
"1","M","1","10","373"
"1","M","1","11","324"
"1","M","1","12","229"
"1","M","1","13","121"
"1","M","1","14","98"
"1","M","1","15","55"
"1","M","1","16","22"
"1","M","1","17","9"
"1","M","1","18","2"
"1","M","2","0","19"
"1","M","2","1","56"
"1","M","2","2","2494"
"1","M","2","3","5309"
"1","M","2","4","2078"
"1","M","2","5","1386"
"1","M","2","6","2115"
"1","M","2","7","2040"
"1","M","2","8","1464"
"1","M","2","9","988"
"1","M","2","10","721"
"1","M","2","11","637"
"1","M","2","12","406"
"1","M","2","13","247"
"1","M","2","14","161"
"1","M","2","15","56"
"1","M","2","16","33"
"1","M","2","17","15"
"1","M","2","18","1"
"1","M","2","19","2"
"1","M","3","0","15"
"1","M","3","1","9"
"1","M","3","2","433"
"1","M","3","3","7187"
"1","M","3","4","4491"
"1","M","3","5","1951"
"1","M","3","6","1548"
"1","M","3","7","1703"
"1","M","3","8","1373"
"1","M","3","9","969"
"1","M","3","10","711"
"1","M","3","11","538"
"1","M","3","12","329"
"1","M","3","13","161"
"1","M","3","14","132"
"1","M","3","15","58"
"1","M","3","16","29"
"1","M","3","17","14"
"1","M","3","19","5"
"1","M","4","0","8"
"1","M","4","1","1"
"1","M","4","2","27"
"1","M","4","3","446"
"1","M","4","4","2724"
"1","M","4","5","2046"
"1","M","4","6","1161"
"1","M","4","7","785"
"1","M","4","8","608"
"1","M","4","9","448"
"1","M","4","10","360"
"1","M","4","11","274"
"1","M","4","12","154"
"1","M","4","13","100"
"1","M","4","14","40"
"1","M","4","15","24"
"1","M","4","16","10"
"1","M","4","17","8"
"1","M","4","18","1"
"1","M","4","19","2"
"1","M","5","0","7"
"1","M","5","1","1"
"1","M","5","2","24"
"1","M","5","3","118"
"1","M","5","4","627"
"1","M","5","5","1708"
"1","M","5","6","1406"
"1","M","5","7","871"
"1","M","5","8","576"
"1","M","5","9","382"
"1","M","5","10","326"
"1","M","5","11","273"
"1","M","5","12","143"
"1","M","5","13","70"
"1","M","5","14","43"
"1","M","5","15","26"
"1","M","5","16","15"
"1","M","5","17","4"
"1","M","5","18","3"
"1","M","5","19","1"
"1","M","6","0","3"
"1","M","6","1","3"
"1","M","6","2","21"
"1","M","6","3","103"
"1","M","6","4","246"
"1","M","6","5","688"
"1","M","6","6","1190"
"1","M","6","7","1035"
"1","M","6","8","635"
"1","M","6","9","423"
"1","M","6","10","306"
"1","M","6","11","303"
"1","M","6","12","169"
"1","M","6","13","58"
"1","M","6","14","39"
"1","M","6","15","27"
"1","M","6","16","10"
"1","M","6","17","5"
"1","M","6","18","1"
"1","M","7","0","5"
"1","M","7","1","1"
"1","M","7","2","19"
"1","M","7","3","79"
"1","M","7","4","180"
"1","M","7","5","327"
"1","M","7","6","543"
"1","M","7","7","882"
"1","M","7","8","615"
"1","M","7","9","413"
"1","M","7","10","302"
"1","M","7","11","263"
"1","M","7","12","172"
"1","M","7","13","79"
"1","M","7","14","42"
"1","M","7","15","20"
"1","M","7","16","6"
"1","M","7","17","4"
"1","M","7","18","1"
"1","M","8","0","3"
"1","M","8","1","1"
"1","M","8","2","10"
"1","M","8","3","65"
"1","M","8","4","121"
"1","M","8","5","190"
"1","M","8","6","311"
"1","M","8","7","406"
"1","M","8","8","518"
"1","M","8","9","410"
"1","M","8","10","292"
"1","M","8","11","235"
"1","M","8","12","124"
"1","M","8","13","71"
"1","M","8","14","38"
"1","M","8","15","16"
"1","M","8","16","5"
"1","M","8","17","2"
"1","M","8","18","1"
"1","M","9","0","3"
"1","M","9","2","16"
"1","M","9","3","30"
"1","M","9","4","85"
"1","M","9","5","129"
"1","M","9","6","157"
"1","M","9","7","233"
"1","M","9","8","239"
"1","M","9","9","306"
"1","M","9","10","270"
"1","M","9","11","236"
"1","M","9","12","145"
"1","M","9","13","60"
"1","M","9","14","42"
"1","M","9","15","17"
"1","M","9","16","8"
"1","M","9","17","6"
"1","M","9","18","1"
"1","M","10","0","1"
"1","M","10","1","3"
"1","M","10","2","7"
"1","M","10","3","35"
"1","M","10","4","45"
"1","M","10","5","76"
"1","M","10","6","121"
"1","M","10","7","134"
"1","M","10","8","149"
"1","M","10","9","166"
"1","M","10","10","287"
"1","M","10","11","248"
"1","M","10","12","140"
"1","M","10","13","55"
"1","M","10","14","32"
"1","M","10","15","21"
"1","M","10","16","5"
"1","M","10","17","5"
"1","M","11","1","1"
"1","M","11","2","6"
"1","M","11","3","21"
"1","M","11","4","43"
"1","M","11","5","65"
"1","M","11","6","76"
"1","M","11","7","109"
"1","M","11","8","90"
"1","M","11","9","83"
"1","M","11","10","125"
"1","M","11","11","170"
"1","M","11","12","95"
"1","M","11","13","62"
"1","M","11","14","29"
"1","M","11","15","13"
"1","M","11","16","11"
"1","M","11","17","2"
"1","M","11","18","3"
"1","M","11","19","2"
"1","M","12","2","2"
"1","M","12","3","11"
"1","M","12","4","18"
"1","M","12","5","31"
"1","M","12","6","48"
"1","M","12","7","34"
"1","M","12","8","38"
"1","M","12","9","43"
"1","M","12","10","62"
"1","M","12","11","86"
"1","M","12","12","89"
"1","M","12","13","53"
"1","M","12","14","21"
"1","M","12","15","18"
"1","M","12","16","6"
"1","M","12","17","4"
"1","M","12","18","2"
"1","M","13","0","1"
"1","M","13","2","3"
"1","M","13","3","12"
"1","M","13","4","14"
"1","M","13","5","18"
"1","M","13","6","19"
"1","M","13","7","25"
"1","M","13","8","18"
"1","M","13","9","24"
"1","M","13","10","26"
"1","M","13","11","32"
"1","M","13","12","32"
"1","M","13","13","31"
"1","M","13","14","25"
"1","M","13","15","10"
"1","M","13","16","5"
"1","M","13","17","7"
"1","M","13","18","3"
"1","M","14","0","1"
"1","M","14","2","2"
"1","M","14","3","4"
"1","M","14","4","4"
"1","M","14","5","10"
"1","M","14","6","15"
"1","M","14","7","11"
"1","M","14","8","16"
"1","M","14","9","18"
"1","M","14","10","29"
"1","M","14","11","21"
"1","M","14","12","27"
"1","M","14","13","25"
"1","M","14","14","21"
"1","M","14","15","15"
"1","M","14","16","9"
"1","M","14","17","5"
"1","M","14","18","1"
"1","M","15","3","5"
"1","M","15","4","3"
"1","M","15","5","7"
"1","M","15","6","3"
"1","M","15","7","9"
"1","M","15","8","8"
"1","M","15","9","9"
"1","M","15","10","16"
"1","M","15","11","13"
"1","M","15","12","18"
"1","M","15","13","9"
"1","M","15","14","8"
"1","M","15","15","7"
"1","M","15","16","5"
"1","M","15","17","7"
"1","M","15","18","1"
"1","M","16","2","2"
"1","M","16","4","6"
"1","M","16","5","3"
"1","M","16","6","7"
"1","M","16","7","5"
"1","M","16","8","5"
"1","M","16","9","3"
"1","M","16","10","4"
"1","M","16","11","13"
"1","M","16","12","12"
"1","M","16","13","7"
"1","M","16","14","4"
"1","M","16","15","6"
"1","M","16","16","7"
"1","M","16","17","3"
"1","M","16","18","3"
"1","M","16","19","1"
"1","M","17","3","3"
"1","M","17","4","3"
"1","M","17","5","4"
"1","M","17","6","1"
"1","M","17","7","6"
"1","M","17","8","2"
"1","M","17","9","1"
"1","M","17","10","5"
"1","M","17","11","6"
"1","M","17","12","8"
"1","M","17","13","3"
"1","M","17","14","3"
"1","M","17","15","10"
"1","M","17","16","8"
"1","M","17","17","7"
"1","M","17","18","4"
"1","M","17","19","2"
"1","M","18","4","2"
"1","M","18","5","3"
"1","M","18","6","5"
"1","M","18","7","2"
"1","M","18","8","1"
"1","M","18","9","3"
"1","M","18","10","5"
"1","M","18","11","5"
"1","M","18","12","6"
"1","M","18","13","7"
"1","M","18","15","9"
"1","M","18","16","5"
"1","M","18","17","2"
"1","M","18","18","4"
"1","M","19","4","2"
"1","M","19","10","1"
"1","M","19","11","2"
"1","M","19","14","1"
"1","M","19","15","4"
"1","M","19","17","1"
"1","M","19","18","2"
"1","U","0","1","4"
"1","U","0","2","3"
"1","U","0","3","2"
"1","U","0","4","2"
"1","U","0","5","1"
"1","U","0","6","2"
"1","U","0","7","1"
"1","U","0","9","1"
"1","U","0","10","4"
"1","U","0","11","2"
"1","U","1","0","1"
"1","U","1","1","3"
"1","U","1","2","14"
"1","U","1","3","8"
"1","U","1","4","2"
"1","U","1","5","1"
"1","U","1","6","5"
"1","U","1","8","2"
"1","U","1","9","3"
"1","U","1","10","6"
"1","U","1","11","3"
"1","U","1","12","1"
"1","U","1","13","1"
"1","U","2","0","1"
"1","U","2","1","2"
"1","U","2","2","11"
"1","U","2","3","27"
"1","U","2","4","9"
"1","U","2","5","5"
"1","U","2","6","6"
"1","U","2","7","7"
"1","U","2","8","5"
"1","U","2","9","2"
"1","U","2","10","8"
"1","U","2","11","4"
"1","U","2","12","2"
"1","U","2","13","1"
"1","U","2","14","1"
"1","U","3","0","2"
"1","U","3","1","1"
"1","U","3","2","1"
"1","U","3","3","29"
"1","U","3","4","22"
"1","U","3","5","7"
"1","U","3","6","6"
"1","U","3","7","6"
"1","U","3","8","10"
"1","U","3","9","4"
"1","U","3","10","9"
"1","U","3","11","4"
"1","U","4","3","1"
"1","U","4","4","10"
"1","U","4","5","10"
"1","U","4","6","6"
"1","U","4","7","2"
"1","U","4","8","6"
"1","U","4","9","3"
"1","U","4","11","2"
"1","U","5","0","2"
"1","U","5","3","1"
"1","U","5","4","5"
"1","U","5","5","7"
"1","U","5","6","1"
"1","U","5","7","3"
"1","U","5","8","4"
"1","U","5","9","1"
"1","U","5","10","4"
"1","U","5","11","5"
"1","U","6","3","6"
"1","U","6","4","3"
"1","U","6","5","7"
"1","U","6","6","10"
"1","U","6","7","4"
"1","U","6","8","2"
"1","U","6","9","2"
"1","U","6","10","5"
"1","U","6","11","2"
"1","U","7","0","1"
"1","U","7","3","3"
"1","U","7","5","2"
"1","U","7","6","2"
"1","U","7","7","5"
"1","U","7","8","4"
"1","U","7","9","3"
"1","U","7","10","3"
"1","U","7","11","1"
"1","U","7","13","1"
"1","U","8","3","2"
"1","U","8","4","1"
"1","U","8","5","2"
"1","U","8","6","2"
"1","U","8","7","3"
"1","U","8","8","2"
"1","U","8","9","1"
"1","U","8","10","4"
"1","U","8","11","4"
"1","U","9","3","1"
"1","U","9","4","3"
"1","U","9","5","1"
"1","U","9","6","2"
"1","U","9","7","2"
"1","U","9","8","3"
"1","U","9","11","1"
"1","U","9","14","2"
"1","U","10","3","1"
"1","U","10","6","2"
"1","U","10","7","1"
"1","U","10","10","2"
"1","U","10","11","2"
"1","U","11","6","1"
"1","U","11","7","2"
"1","U","11","8","1"
"1","U","11","9","1"
"1","U","13","6","1"
"1","U","13","11","1"
"1","U","14","6","2"
"1","U","14","10","1"
"1","U","16","4","1"
"1","U","17","10","1"
"2","F","0","0","2"
"2","F","0","1","12"
"2","F","0","2","46"
"2","F","0","3","182"
"2","F","0","4","749"
"2","F","0","5","755"
"2","F","0","6","499"
"2","F","0","7","265"
"2","F","0","8","130"
"2","F","0","9","95"
"2","F","0","10","63"
"2","F","0","11","64"
"2","F","0","12","37"
"2","F","0","13","23"
"2","F","0","14","8"
"2","F","0","15","2"
"2","F","0","16","1"
"2","F","0","17","1"
"2","F","1","1","134"
"2","F","1","2","244"
"2","F","1","3","164"
"2","F","1","4","293"
"2","F","1","5","822"
"2","F","1","6","803"
"2","F","1","7","471"
"2","F","1","8","243"
"2","F","1","9","133"
"2","F","1","10","107"
"2","F","1","11","95"
"2","F","1","12","79"
"2","F","1","13","27"
"2","F","1","14","28"
"2","F","1","15","8"
"2","F","1","16","4"
"2","F","2","0","3"
"2","F","2","1","55"
"2","F","2","2","5282"
"2","F","2","3","2426"
"2","F","2","4","511"
"2","F","2","5","703"
"2","F","2","6","1718"
"2","F","2","7","1504"
"2","F","2","8","849"
"2","F","2","9","448"
"2","F","2","10","300"
"2","F","2","11","207"
"2","F","2","12","142"
"2","F","2","13","77"
"2","F","2","14","42"
"2","F","2","15","10"
"2","F","2","16","1"
"2","F","2","17","1"
"2","F","3","1","17"
"2","F","3","2","1782"
"2","F","3","3","14949"
"2","F","3","4","4525"
"2","F","3","5","2038"
"2","F","3","6","1965"
"2","F","3","7","3229"
"2","F","3","8","2229"
"2","F","3","9","1249"
"2","F","3","10","740"
"2","F","3","11","503"
"2","F","3","12","245"
"2","F","3","13","119"
"2","F","3","14","45"
"2","F","3","15","27"
"2","F","3","16","11"
"2","F","3","17","7"
"2","F","3","19","2"
"2","F","4","0","5"
"2","F","4","1","13"
"2","F","4","2","462"
"2","F","4","3","4399"
"2","F","4","4","20566"
"2","F","4","5","6131"
"2","F","4","6","2936"
"2","F","4","7","2183"
"2","F","4","8","2344"
"2","F","4","9","1624"
"2","F","4","10","1049"
"2","F","4","11","680"
"2","F","4","12","359"
"2","F","4","13","166"
"2","F","4","14","93"
"2","F","4","15","35"
"2","F","4","16","26"
"2","F","4","17","8"
"2","F","4","18","1"
"2","F","4","19","1"
"2","F","5","0","9"
"2","F","5","1","27"
"2","F","5","2","627"
"2","F","5","3","2161"
"2","F","5","4","5756"
"2","F","5","5","18329"
"2","F","5","6","4677"
"2","F","5","7","2416"
"2","F","5","8","1684"
"2","F","5","9","1640"
"2","F","5","10","1208"
"2","F","5","11","826"
"2","F","5","12","432"
"2","F","5","13","197"
"2","F","5","14","82"
"2","F","5","15","50"
"2","F","5","16","24"
"2","F","5","17","5"
"2","F","5","18","4"
"2","F","5","19","1"
"2","F","6","0","5"
"2","F","6","1","25"
"2","F","6","2","1530"
"2","F","6","3","2375"
"2","F","6","4","3024"
"2","F","6","5","4979"
"2","F","6","6","14639"
"2","F","6","7","3147"
"2","F","6","8","1683"
"2","F","6","9","1102"
"2","F","6","10","1159"
"2","F","6","11","944"
"2","F","6","12","469"
"2","F","6","13","212"
"2","F","6","14","92"
"2","F","6","15","57"
"2","F","6","16","22"
"2","F","6","17","4"
"2","F","6","18","2"
"2","F","7","0","3"
"2","F","7","1","32"
"2","F","7","2","1641"
"2","F","7","3","4153"
"2","F","7","4","2384"
"2","F","7","5","2611"
"2","F","7","6","3340"
"2","F","7","7","10701"
"2","F","7","8","1778"
"2","F","7","9","956"
"2","F","7","10","753"
"2","F","7","11","801"
"2","F","7","12","456"
"2","F","7","13","196"
"2","F","7","14","73"
"2","F","7","15","62"
"2","F","7","16","18"
"2","F","7","17","8"
"2","F","7","18","2"
"2","F","7","19","3"
"2","F","8","0","3"
"2","F","8","1","24"
"2","F","8","2","978"
"2","F","8","3","3168"
"2","F","8","4","2843"
"2","F","8","5","1985"
"2","F","8","6","1915"
"2","F","8","7","1800"
"2","F","8","8","7275"
"2","F","8","9","1015"
"2","F","8","10","670"
"2","F","8","11","503"
"2","F","8","12","411"
"2","F","8","13","201"
"2","F","8","14","101"
"2","F","8","15","37"
"2","F","8","16","18"
"2","F","8","17","5"
"2","F","8","18","1"
"2","F","8","19","1"
"2","F","9","0","4"
"2","F","9","1","19"
"2","F","9","2","711"
"2","F","9","3","2165"
"2","F","9","4","2204"
"2","F","9","5","2283"
"2","F","9","6","1532"
"2","F","9","7","1178"
"2","F","9","8","1083"
"2","F","9","9","5091"
"2","F","9","10","729"
"2","F","9","11","513"
"2","F","9","12","276"
"2","F","9","13","238"
"2","F","9","14","120"
"2","F","9","15","53"
"2","F","9","16","27"
"2","F","9","17","5"
"2","F","9","18","3"
"2","F","10","0","1"
"2","F","10","1","12"
"2","F","10","2","550"
"2","F","10","3","1410"
"2","F","10","4","1649"
"2","F","10","5","2168"
"2","F","10","6","1802"
"2","F","10","7","1056"
"2","F","10","8","755"
"2","F","10","9","746"
"2","F","10","10","4056"
"2","F","10","11","665"
"2","F","10","12","257"
"2","F","10","13","145"
"2","F","10","14","126"
"2","F","10","15","62"
"2","F","10","16","31"
"2","F","10","17","6"
"2","F","10","18","3"
"2","F","10","19","1"
"2","F","11","0","3"
"2","F","11","1","14"
"2","F","11","2","366"
"2","F","11","3","1077"
"2","F","11","4","1202"
"2","F","11","5","1408"
"2","F","11","6","1678"
"2","F","11","7","1378"
"2","F","11","8","706"
"2","F","11","9","571"
"2","F","11","10","646"
"2","F","11","11","3164"
"2","F","11","12","377"
"2","F","11","13","142"
"2","F","11","14","61"
"2","F","11","15","69"
"2","F","11","16","54"
"2","F","11","17","11"
"2","F","11","18","9"
"2","F","12","1","12"
"2","F","12","2","266"
"2","F","12","3","618"
"2","F","12","4","679"
"2","F","12","5","881"
"2","F","12","6","1038"
"2","F","12","7","962"
"2","F","12","8","698"
"2","F","12","9","383"
"2","F","12","10","340"
"2","F","12","11","436"
"2","F","12","12","1563"
"2","F","12","13","172"
"2","F","12","14","68"
"2","F","12","15","49"
"2","F","12","16","42"
"2","F","12","17","31"
"2","F","12","18","6"
"2","F","12","19","2"
"2","F","13","0","1"
"2","F","13","1","7"
"2","F","13","2","165"
"2","F","13","3","336"
"2","F","13","4","348"
"2","F","13","5","443"
"2","F","13","6","525"
"2","F","13","7","519"
"2","F","13","8","428"
"2","F","13","9","346"
"2","F","13","10","186"
"2","F","13","11","201"
"2","F","13","12","181"
"2","F","13","13","741"
"2","F","13","14","56"
"2","F","13","15","24"
"2","F","13","16","28"
"2","F","13","17","21"
"2","F","13","18","10"
"2","F","13","19","6"
"2","F","14","1","1"
"2","F","14","2","97"
"2","F","14","3","208"
"2","F","14","4","204"
"2","F","14","5","191"
"2","F","14","6","251"
"2","F","14","7","274"
"2","F","14","8","237"
"2","F","14","9","265"
"2","F","14","10","268"
"2","F","14","11","111"
"2","F","14","12","72"
"2","F","14","13","66"
"2","F","14","14","390"
"2","F","14","15","36"
"2","F","14","16","25"
"2","F","14","17","19"
"2","F","14","18","10"
"2","F","15","2","35"
"2","F","15","3","79"
"2","F","15","4","92"
"2","F","15","5","117"
"2","F","15","6","94"
"2","F","15","7","113"
"2","F","15","8","108"
"2","F","15","9","129"
"2","F","15","10","187"
"2","F","15","11","139"
"2","F","15","12","51"
"2","F","15","13","32"
"2","F","15","14","37"
"2","F","15","15","193"
"2","F","15","16","34"
"2","F","15","17","15"
"2","F","15","18","7"
"2","F","15","19","3"
"2","F","16","2","14"
"2","F","16","3","38"
"2","F","16","4","41"
"2","F","16","5","55"
"2","F","16","6","59"
"2","F","16","7","61"
"2","F","16","8","50"
"2","F","16","9","59"
"2","F","16","10","76"
"2","F","16","11","98"
"2","F","16","12","71"
"2","F","16","13","34"
"2","F","16","14","24"
"2","F","16","15","40"
"2","F","16","16","114"
"2","F","16","17","15"
"2","F","16","18","13"
"2","F","16","19","3"
"2","F","17","2","3"
"2","F","17","3","11"
"2","F","17","4","31"
"2","F","17","5","28"
"2","F","17","6","20"
"2","F","17","7","27"
"2","F","17","8","17"
"2","F","17","9","25"
"2","F","17","10","32"
